entity_key,name,entity_type,aliases,category,description,source_key,confidence
TC-BUILDING-437,含耀门,Building,,内门,街南出含耀門,TC-REF-001,0.90
TC-BUILDING-438,昭训门,Building,,内门,又南出昭訓門,TC-REF-001,0.90
TC-BUILDING-439,光顺门,Building,,内门,街北出光順門,TC-REF-001,0.90
TC-BUILDING-440,昭庆门,Building,,内门,承明門之北曰昭慶門,TC-REF-001,0.90
TC-BUILDING-441,光范门,Building,,内门,又南出光範門,TC-REF-001,0.90
TC-BUILDING-442,延英门,Building,,内门,前有延英門,TC-REF-001,0.90
TC-BUILDING-443,宣化门,Building,,内门,宣化門,TC-REF-001,0.90
TC-BUILDING-444,玄英门,Building,,内门,玄英門，德宗貞元三年作玄英門及觀於大明宮北垣,TC-REF-001,0.90
TC-BUILDING-445,玄比门,Building,,内门,玄比門，在宮城東北隅,TC-REF-001,0.90
TC-BUILDING-446,球场门,Building,,内门,球場門，在玄武外,TC-REF-001,0.90
TC-BUILDING-447,乾符门,Building,,内门,乾符門,TC-REF-001,0.90
TC-BUILDING-448,掖门,Building,,内门,宮垣之外，兩邊有掖門,TC-REF-001,0.90
TC-BUILDING-449,翰林门,Building,,内门,翰林院之門曰翰林門,TC-REF-001,0.90
TC-BUILDING-450,东上合门,Building,,内门,殿東西皆有上合門,TC-REF-001,0.90
TC-BUILDING-451,西上合门,Building,,内门,殿東西皆有上合門,TC-REF-001,0.90
TC-BUILDING-452,明光门,Building,,内门,通陽之內曰明光門,TC-REF-001,0.90
TC-BUILDING-453,睿武门,Building,,内门,殿北曰睿武門,TC-REF-001,0.90
TC-BUILDING-454,赢洲门,Building,,内门,其內贏洲門,TC-REF-001,0.90
TC-BUILDING-455,丽苑门,Building,,内门,左曰麗苑門,TC-REF-001,0.90
TC-BUILDING-456,芳苑门,Building,,内门,右曰芳苑門,TC-REF-001,0.90
TC-BUILDING-457,仙云门,Building,,内门,仙雲門，在洲門東,TC-REF-001,0.90
TC-BUILDING-458,大同门,Building,,内门,殿前為大同門,TC-REF-001,0.90
TC-BUILDING-459,宜天门,Building,,内门,宜天門,TC-REF-001,0.90
TC-BUILDING-460,承云门,Building,,内门,承雲門,TC-REF-001,0.90
TC-BUILDING-461,飞轩门,Building,,内门,飛軒門,TC-REF-001,0.90
TC-BUILDING-462,玉华门,Building,,内门,玉華門,TC-REF-001,0.90
TC-BUILDING-463,和风门,Building,,内门,和風門,TC-REF-001,0.90
TC-BUILDING-464,仁寿门,Building,,内门,大安殿前曰仁壽門,TC-REF-001,0.90
TC-BUILDING-465,宜明门,Building,,内门,大安殿之後曰宜明門,TC-REF-001,0.90
TC-BUILDING-466,政和门,Building,,内门,又北曰政和門,TC-REF-001,0.90
TC-BUILDING-467,左嘉会门,Building,,内门,宜明門東首曰左嘉會門,TC-REF-001,0.90
TC-BUILDING-468,右嘉会门,Building,,内门,西首曰右嘉會門,TC-REF-001,0.90
TC-BUILDING-469,承明门,Building,,内门,左嘉會門東為承明門,TC-REF-001,0.90
TC-BUILDING-470,会通门,Building,,内门,承明門之南曰會通門,TC-REF-001,0.90
TC-BUILDING-471,敷德门,Building,,内门,又南口敷德門,TC-REF-001,0.90
TC-BUILDING-472,端门,Building,,内门,立端門其內,TC-REF-001,0.90
TC-BUILDING-473,侧门,Building,,内门,其側有門，曰側門，景龍中於側門降斜封墨敕授人官,TC-REF-001,0.90
TC-GATE-001,承天门,Gate,廣陽門、昭陽門、順天門,城门,正南承天門，〈隋開皇二年作，初名曰廣陽門，仁壽元年改曰昭陽門。唐武德元年改曰順天門，神龍元年改曰承天門。門外有朝堂，東有肺石，西有登聞鼓，其門上有樓。〉,TC-REF-001,0.90
TC-GATE-002,长乐门,Gate,,城门,承天門東長樂門，〈《舊書王志倍傳》：開元十年，有京兆人權梁山偽稱襄王男，自號光帝，與其黨及左右屯營押官謀反。夜半時，擁左屯營兵百餘人，自景風、長樂等門斬關入宮城。蓋由景風門入皇城，西行折而北，由長樂門入宮城也。〉,TC-REF-001,0.90
TC-GATE-003,广运门,Gate,,城门,承天門西廣運門，〈《長安志》以廣運在長樂之東，非是。今從《六典》。〉,TC-REF-001,0.90
TC-GATE-004,永春门,Gate,,城门,長樂門東永春門。,TC-REF-001,0.90
TC-GATE-005,永安门,Gate,,城门,廣運門西永安門。,TC-REF-001,0.90
TC-GATE-006,凤皇门,Gate,建春門、通訓門,城门,東面一門鳳皇門。〈隋曰建春門，後改通訓門。明皇時，鳳皇飛集通訓門，詔改凰皇門。〉,TC-REF-001,0.90
TC-GATE-007,通明门,Gate,,城门,西面二門，南通明門，北嘉猷門。,TC-REF-001,0.90
TC-GATE-008,嘉猷门,Gate,,城门,西面二門，南通明門，北嘉猷門。,TC-REF-001,0.90
TC-GATE-009,定武门,Gate,玄武門,城门,中為定武門，〈南直承天門，李氏圖作「玄武門」。按《舊書尉遲敬德傳》：元吉步走，欲歸武德殿，敞德奔逐，射殺之。其宮府諸將率兵大至，屯於玄武門。則作「玄武」為是。〉,TC-REF-001,0.90
TC-GATE-010,安礼门,Gate,,城门,定武門東安禮門。,TC-REF-001,0.90
TC-GATE-031,玄武门,Gate,睿武,城门,則逢玄武門焉。〈《長安志》：承香殿東即玄武門。蓋殿在玄武門少西。《大典》《閣本太極宮圖》，玄武門在承香殿正北。〉,TC-REF-001,0.90
TC-GATE-047,兴安门,Gate,,城门,興安門、〈《通鑒》：太宗聞高士康卒。帥左右自興安門出。胡身之注：貞觀以前，人主常居太極宮，則此興安門非大明官之興安門，蓋太極宮中別自有興安也。〉,TC-REF-001,0.90
TC-GATE-050,玄德门,Gate,,城门,玄德門、白獸門，〈《通鑒》：隆基與劉幽求等出苑南門，使葛福順將左萬騎攻玄德門，李仙鳧將右萬騎攻白獸門，約會於淩煙閣前。胡身之注曰：禁苑南門直宮城之玄武門，玄德、白獸皆通內之門。〉,TC-REF-001,0.90
TC-GATE-052,嘉福门,Gate,重福門、宣明門,城门,南面門為嘉福門，〈《長安志》作「重福」。次北曰重明，又北曰宣明。按宮門無疊至三門者。重福，《禁扁》作「嘉福」。《長安志》言宣明是嘉福所改名，則二門為一門明矣。今刪正。〉,TC-REF-001,0.90
TC-GATE-053,重明门,Gate,,城门,正門曰重明門，殿門曰嘉德門。,TC-REF-001,0.90
TC-GATE-058,长林门,Gate,弘祖門、重光門,城门,左右長林門、〈皆見《長安志》。《志》又左右長林門本名弘祖、嘉福，武德元年改重光、宣明。〉,TC-REF-001,0.90
TC-GATE-062,朱雀门,Gate,,城门,南面三門：正南曰朱雀門，北當宮城之承天門，南當外郭之明德門。門外橫街正東直春明門，正西直金光明。,TC-REF-001,0.90
TC-GATE-063,安上门,Gate,光天門,城门,東曰安上門，至德三載改為光天門，尋復舊。,TC-REF-001,0.90
TC-GATE-064,含光门,Gate,,城门,西曰含光門。,TC-REF-001,0.90
TC-GATE-065,景风门,Gate,,城门,東面二門：南曰景風門弓，北延喜門。,TC-REF-001,0.90
TC-GATE-066,延喜门,Gate,廷喜門,城门,北延喜門。直東當外郭之通化門。貞元四年，修延喜門復道，屬於承天門。,TC-REF-001,0.90
TC-GATE-067,顺义门,Gate,,城门,西面二門：南曰順義門，北曰安福門。,TC-REF-001,0.90
TC-GATE-068,安福门,Gate,,城门,北曰安福門。西當外郭之開遠門。,TC-REF-001,0.90
TC-GATE-069,丹凤门,Gate,明鳳門,城门,正南丹鳳門,TC-REF-001,0.90
TC-GATE-070,望仙门,Gate,,城门,其東望仙門,TC-REF-001,0.90
TC-GATE-071,延政门,Gate,,城门,次東延政門,TC-REF-001,0.90
TC-GATE-072,建福门,Gate,,城门,丹鳳門西建福門,TC-REF-001,0.90
TC-GATE-073,太和门,Gate,,城门,南為太和門，門外則左三軍列焉,TC-REF-001,0.90
TC-GATE-076,九仙门,Gate,,城门,右銀台門之北九仙門,TC-REF-001,0.90
TC-GATE-078,凌霄门,Gate,淩雲、青雲,城门,右淩霄門,TC-REF-001,0.90
TC-GATE-101,兴庆门,Gate,,城门,官之正門西向，曰興慶門,TC-REF-001,0.90
TC-GATE-102,金明门,Gate,,城门,興慶門之南曰金明門,TC-REF-001,0.90
TC-GATE-103,通阳门,Gate,初陽門,城门,西曰通陽門,TC-REF-001,0.90
TC-GATE-104,明义门,Gate,,城门,東曰明義門,TC-REF-001,0.90
TC-GATE-107,跃龙门,Gate,,城门,中曰躍龍門,TC-REF-001,0.90
TC-GATE-118,日营门,Gate,東雲龍門,城门,外垣門東為日營門,TC-REF-001,0.90
TC-GATE-119,月营门,Gate,西雲龍門,城门,西為月營門,TC-REF-001,0.90
TC-GATE-120,重玄门,Gate,魚糧門,城门,北為重玄門,TC-REF-001,0.90
TC-GATE-121,应天门,Building,西內苑應天門,内门,中曰應天門,TC-REF-001,0.90
TC-GATE-122,左掖门,Building,西內苑左掖門,内门,左曰左掖門,TC-REF-001,0.90
TC-GATE-123,右掖门,Building,西內苑右掖門,内门,右曰右掖門,TC-REF-001,0.90
TC-GATE-124,集禧门,Building,西內苑集禧門,内门,東面一門，曰集禧門,TC-REF-001,0.90
TC-GATE-133,云龙门,Building,東內苑雲龍門,内门,苑之近北有左右雲龍門,TC-REF-001,0.90
TC-GATE-134,芳林门,Gate,芳林園,城门,旁西苑者芳林門,TC-REF-001,0.90
TC-GATE-135,景曜门,Gate,,城门,次西景曜門,TC-REF-001,0.90
TC-GATE-136,光化门,Gate,,城门,又西光化門,TC-REF-001,0.90
TC-GATE-137,廷秋门,Gate,,城门,近南者廷秋門,TC-REF-001,0.90
TC-GATE-138,永泰门,Gate,,城门,近西者永泰門,TC-REF-001,0.90
TC-GATE-139,启运门,Gate,,城门,次啟運門,TC-REF-001,0.90
TC-GATE-140,饮马门,Gate,,城门,次飲馬門,TC-REF-001,0.90
TC-GATE-141,昭远门,Gate,,城门,近北者昭遠門,TC-REF-001,0.90
TC-GATE-142,光泰门,Gate,,城门,次光泰門,TC-REF-001,0.90
TC-PERSON-001,梁孝仁,Person,,人物,命司農少卿梁孝仁修之,TC-REF-001,0.90
TC-PERSON-002,契苾何力,Person,契何力,人物,指示左驍衛大將軍契何力,TC-REF-001,0.90
TC-PERSON-003,蔡孚,Person,,人物,拾遺蔡孚作《龍池篇》以讚其事,TC-REF-001,0.90
TC-PERSON-004,韦坚,Person,,人物,韋堅引渡水抵苑東望春樓下為潭,TC-REF-001,0.90
TC-PERSON-005,贾昌,Person,,人物,賈昌，景龍四年持幕竿隨玄宗入大明宮誅韋后,TC-REF-001,0.90
TC-PERSON-006,钟绍京,Person,,人物,會於鍾紹京廨,TC-REF-001,0.90
TC-PERSON-007,舒元舆,Person,,人物,舒元輿《御史臺記》,TC-REF-001,0.90
TC-PERSON-008,张说,Person,,人物,張說上《鬥羊表》，於金明門奉進,TC-REF-001,0.90
TC-PERSON-009,魏征,Person,,人物,魏徵將葬，上登苑西樓望哭盡哀,TC-REF-001,0.90
TC-PERSON-010,李晟,Person,,人物,李晟收京城，陳兵於光泰門外,TC-REF-001,0.90
TC-PERSON-011,隋文帝,Person,楊堅,人物,隋開皇二年始移於龍首原。〈按周、漢皆都長安，而皆非隋、唐之都城。隋開皇二年始移於龍首原。〉,TC-REF-001,0.90
TC-PERSON-012,高颎,Person,將作大匠,人物,將作大匠高熲常坐此樹下檢校。後栽樹行不正，欲去之，帝曰：「高熲坐此樹下，不須殺之。」,TC-REF-001,0.90
TC-STREET-001,横街,Street,東西大街,街道,宮城南門外有東西大街，謂之橫街。東出皇城之延喜門，西出皇城之安福門，皇城各街皆廣百步，惟此街南北廣三百步，所以限隔二城也。,TC-REF-001,0.90
TC-STREET-002,承天门街,Street,天街,街道,橫街之南有南北大街，曰承天門街。東西廣百步，南出皇城之朱雀門。,TC-REF-001,0.90
TC-STREET-003,安上门街,Street,,街道,街東，安上門街,TC-REF-001,0.90
TC-STREET-004,含光门街,Street,,街道,衛西，含光門街，橫街抵比而絕。,TC-REF-001,0.90
